Order_ID;Order_Date;Ship_Date;Ship_Mode;Customer_ID;Customer_Name;Segment;Country;City;State;Postal_Code;Region;Product_ID;Sales;Quantity;Discount;Profit;Person
CA-2017-100216;13/04/2017;14/04/2017;First Class;HJ-14875;Heather Jas;Home Office;USA;Mes&a;Arizona;85204;West;OFF-PA-10002968;54,816;3;0,2;17,8152;Anna Andreadi
CA-2017-105312;06/11/2017;09/11/2017;First Class;MT-17815;Meg Tillman;Consumer;USA;Scottsd&ale;Arizona;85254;West;OFF-EN-10002600;7,08;3;0,2;2,478;Anna Andreadi
CA-2017-105312;06/11/2017;09/11/2017;First Class;MT-17815;Meg Tillman;Consumer;USA;Scottsd&ale;Arizona;85254;West;OFF-BI-10002049;4,401;3;0,7;-3,5208;Anna Andreadi
CA-2017-112144;28/06/2017;02/07/2017;Standard Class;CY-12745;Craig Yedwab;Corporate;USA;Gil?bert;Arizona;85234;West;OFF-LA-10000443;5,904;2;0,2;1,9926;Anna Andreadi
CA-2017-112144;28/06/2017;02/07/2017;Standard Class;CY-12745;Craig Yedwab;Corporate;USA;Gil?bert;Arizona;85234;West;FUR-FU-10004306;621,76;4;0,2;46,632;Anna Andreadi
CA-2017-113215;03/09/2017;08/09/2017;Standard Class;CP-12085;Cathy Prescott;Corporate;USA;Tucson;Arizona;85705;West;FUR-FU-10002937;238,152;3;0,2;89,307;Anna Andreadi
CA-2017-119627;17/08/2017;23/08/2017;Standard Class;SC-20725;Steven Cartwright;Consumer;USA;Peori&a;Arizona;85345;West;TEC-AC-10002217;30,08;2;0,2;-5,264;Anna Andreadi
CA-2017-119627;17/08/2017;23/08/2017;Standard Class;SC-20725;Steven Cartwright;Consumer;USA;Peori&a;Arizona;85345;West;OFF-PA-10001937;36,288;7;0,2;12,7008;Anna Andreadi
CA-2017-119627;17/08/2017;23/08/2017;Standard Class;SC-20725;Steven Cartwright;Consumer;USA;Peori&a;Arizona;85345;West;OFF-AR-10000203;10,272;3;0,2;1,1556;Anna Andreadi
CA-2017-119627;17/08/2017;23/08/2017;Standard Class;SC-20725;Steven Cartwright;Consumer;USA;Peori&a;Arizona;85345;West;TEC-AC-10001142;252,8;4;0,2;-31,6;Anna Andreadi
CA-2017-120103;24/12/2017;29/12/2017;Standard Class;MS-17365;Maribeth Schnelling;Consumer;USA;Phoenix;Arizona;85023;West;OFF-PA-10001295;106,232;7;0,2;37,1812;Anna Andreadi
CA-2017-120103;24/12/2017;29/12/2017;Standard Class;MS-17365;Maribeth Schnelling;Consumer;USA;Phoenix;Arizona;85023;West;TEC-PH-10002170;111,984;2;0,2;11,1984;Anna Andreadi
CA-2017-120103;24/12/2017;29/12/2017;Standard Class;MS-17365;Maribeth Schnelling;Consumer;USA;Phoenix;Arizona;85023;West;FUR-FU-10002885;7,712;2;0,2;1,7352;Anna Andreadi
CA-2017-122287;18/06/2017;23/06/2017;Standard Class;SN-20560;Skye Norling;Home Office;USA;Peori&a;Arizona;85345;West;OFF-PA-10001661;11,952;3;0,2;4,3326;Anna Andreadi
CA-2017-122287;18/06/2017;23/06/2017;Standard Class;SN-20560;Skye Norling;Home Office;USA;Peori&a;Arizona;85345;West;OFF-BI-10004656;4,536;7;0,7;-3,3264;Anna Andreadi
CA-2017-122287;18/06/2017;23/06/2017;Standard Class;SN-20560;Skye Norling;Home Office;USA;Peori&a;Arizona;85345;West;OFF-BI-10003707;9,156;2;0,7;-6,104;Anna Andreadi
CA-2017-122287;18/06/2017;23/06/2017;Standard Class;SN-20560;Skye Norling;Home Office;USA;Peori&a;Arizona;85345;West;FUR-FU-10004973;75,36;5;0,2;20,724;Anna Andreadi
CA-2017-124800;26/09/2017;30/09/2017;Standard Class;RW-19540;Rick Wilson;Corporate;USA;Mes&a;Arizona;85204;West;OFF-PA-10000501;86,272;4;0,2;31,2736;Anna Andreadi
CA-2017-124800;26/09/2017;30/09/2017;Standard Class;RW-19540;Rick Wilson;Corporate;USA;Mes&a;Arizona;85204;West;OFF-BI-10000778;72,588;2;0,7;-48,392;Anna Andreadi
CA-2017-124800;26/09/2017;30/09/2017;Standard Class;RW-19540;Rick Wilson;Corporate;USA;Mes&a;Arizona;85204;West;OFF-AP-10004980;60,672;2;0,2;14,4096;Anna Andreadi
CA-2017-124800;26/09/2017;30/09/2017;Standard Class;RW-19540;Rick Wilson;Corporate;USA;Mes&a;Arizona;85204;West;OFF-BI-10003984;77,031;9;0,7;-59,0571;Anna Andreadi
CA-2017-124800;26/09/2017;30/09/2017;Standard Class;RW-19540;Rick Wilson;Corporate;USA;Mes&a;Arizona;85204;West;OFF-ST-10000798;119,904;6;0,2;-1,4988;Anna Andreadi
CA-2017-124800;26/09/2017;30/09/2017;Standard Class;RW-19540;Rick Wilson;Corporate;USA;Mes&a;Arizona;85204;West;TEC-PH-10001750;263,96;5;0,2;23,0965;Anna Andreadi
CA-2017-124800;26/09/2017;30/09/2017;Standard Class;RW-19540;Rick Wilson;Corporate;USA;Mes&a;Arizona;85204;West;OFF-ST-10002743;363,648;4;0,2;-86,3664;Anna Andreadi
CA-2017-127754;26/07/2017;31/07/2017;Standard Class;CK-12760;Cyma Kinney;Corporate;USA;Glend&ale;Arizona;85301;West;FUR-CH-10003199;266,352;3;0,2;13,3176;Anna Andreadi
CA-2017-129896;15/06/2017;20/06/2017;Standard Class;PF-19120;Peter Fuller;Consumer;USA;Gil?bert;Arizona;85234;West;OFF-PA-10002245;9,568;2;0,2;2,99;Anna Andreadi
CA-2017-129896;15/06/2017;20/06/2017;Standard Class;PF-19120;Peter Fuller;Consumer;USA;Gil?bert;Arizona;85234;West;OFF-ST-10004804;82,368;2;0,2;-19,5624;Anna Andreadi
CA-2017-129896;15/06/2017;20/06/2017;Standard Class;PF-19120;Peter Fuller;Consumer;USA;Gil?bert;Arizona;85234;West;FUR-FU-10004904;364,704;6;0,2;-36,4704;Anna Andreadi
CA-2017-129896;15/06/2017;20/06/2017;Standard Class;PF-19120;Peter Fuller;Consumer;USA;Gil?bert;Arizona;85234;West;FUR-FU-10002396;40,256;4;0,2;11,0704;Anna Andreadi
CA-2017-133837;13/04/2017;18/04/2017;Standard Class;TH-21100;Thea Hendricks;Consumer;USA;Glend&ale;Arizona;85301;West;OFF-ST-10000344;10,744;1;0,2;0,8058;Anna Andreadi
CA-2017-135538;24/12/2017;28/12/2017;Standard Class;HR-14830;Harold Ryan;Corporate;USA;Gil?bert;Arizona;85234;West;FUR-CH-10004287;883,84;4;0,2;99,432;Anna Andreadi
CA-2017-135727;11/05/2017;16/05/2017;Second Class;PS-18970;Paul Stevenson;Home Office;USA;Phoenix;Arizona;85023;West;FUR-CH-10004540;191,968;7;0,2;16,7972;Anna Andreadi
CA-2017-143364;14/07/2017;19/07/2017;Second Class;TG-21310;Toby Gnade;Consumer;USA;Mes&a;Arizona;85204;West;OFF-ST-10002743;272,736;3;0,2;-64,7748;Anna Andreadi
CA-2017-143364;14/07/2017;19/07/2017;Second Class;TG-21310;Toby Gnade;Consumer;USA;Mes&a;Arizona;85204;West;OFF-PA-10001846;18,496;4;0,2;6,7048;Anna Andreadi
CA-2017-143364;14/07/2017;19/07/2017;Second Class;TG-21310;Toby Gnade;Consumer;USA;Mes&a;Arizona;85204;West;FUR-CH-10004287;441,92;2;0,2;49,716;Anna Andreadi
CA-2017-143364;14/07/2017;19/07/2017;Second Class;TG-21310;Toby Gnade;Consumer;USA;Mes&a;Arizona;85204;West;FUR-BO-10001608;127,764;6;0,7;-191,646;Anna Andreadi
CA-2017-144806;06/12/2017;11/12/2017;Standard Class;GH-14425;Gary Hwang;Consumer;USA;Tucson;Arizona;85705;West;FUR-FU-10002253;206,112;6;0,2;48,9516;Anna Andreadi
CA-2017-144806;06/12/2017;11/12/2017;Standard Class;GH-14425;Gary Hwang;Consumer;USA;Tucson;Arizona;85705;West;OFF-PA-10002586;19,92;5;0,2;6,723;Anna Andreadi
CA-2017-144806;06/12/2017;11/12/2017;Standard Class;GH-14425;Gary Hwang;Consumer;USA;Tucson;Arizona;85705;West;OFF-PA-10003039;198,272;8;0,2;61,96;Anna Andreadi
CA-2017-144806;06/12/2017;11/12/2017;Standard Class;GH-14425;Gary Hwang;Consumer;USA;Tucson;Arizona;85705;West;OFF-ST-10004804;247,104;6;0,2;-58,6872;Anna Andreadi
CA-2017-144806;06/12/2017;11/12/2017;Standard Class;GH-14425;Gary Hwang;Consumer;USA;Tucson;Arizona;85705;West;OFF-AR-10004042;86,304;6;0,2;9,7092;Anna Andreadi
CA-2017-147816;24/09/2017;26/09/2017;Second Class;CM-11935;Carlos Meador;Consumer;USA;Tucson;Arizona;85705;West;TEC-PH-10003095;35,12;2;0,2;13,17;Anna Andreadi
CA-2017-149384;10/07/2017;10/07/2017;Same Day;EH-13945;Eric Hoffmann;Consumer;USA;Tempe;Arizona;85281;West;OFF-BI-10003196;3,366;3;0,7;-2,244;Anna Andreadi
CA-2017-154795;20/12/2017;24/12/2017;Standard Class;GZ-14470;Gary Zandusky;Consumer;USA;?bullhe&ad City;Arizona;86442;West;OFF-EN-10003068;7,92;1;0,2;2,772;Anna Andreadi
CA-2017-154795;20/12/2017;24/12/2017;Standard Class;GZ-14470;Gary Zandusky;Consumer;USA;?bullhe&ad City;Arizona;86442;West;FUR-FU-10002088;14,368;2;0,2;3,9512;Anna Andreadi
CA-2017-156146;26/10/2017;30/10/2017;Second Class;AG-10495;Andrew Gjertsen;Corporate;USA;Peori&a;Arizona;85345;West;TEC-PH-10001700;105,584;2;0,2;9,2386;Anna Andreadi
CA-2017-156146;26/10/2017;30/10/2017;Second Class;AG-10495;Andrew Gjertsen;Corporate;USA;Peori&a;Arizona;85345;West;TEC-PH-10001527;68,72;2;0,2;-14,603;Anna Andreadi
CA-2018-103947;01/04/2018;08/04/2018;Standard Class;BB-10990;Barry Blumstein;Corporate;USA;Sierr&a Vist&a;Arizona;85635;West;OFF-FA-10003112;31,56;5;0,2;9,8625;Anna Andreadi
CA-2018-103947;01/04/2018;08/04/2018;Standard Class;BB-10990;Barry Blumstein;Corporate;USA;Sierr&a Vist&a;Arizona;85635;West;OFF-AP-10002350;30,144;2;0,2;3,0144;Anna Andreadi
CA-2018-106306;08/03/2018;08/03/2018;Same Day;PG-18820;Patrick Gardner;Consumer;USA;Glend&ale;Arizona;85301;West;OFF-BI-10003676;9,702;3;0,7;-7,1148;Anna Andreadi
CA-2018-106621;29/09/2018;01/10/2018;Second Class;DM-12955;Dario Medina;Corporate;USA;Yum&a;Arizona;85364;West;OFF-AR-10002375;10,496;4;0,2;1,1808;Anna Andreadi
CA-2018-108224;14/05/2018;14/05/2018;Same Day;TH-21235;Tiffany House;Corporate;USA;Yum&a;Arizona;85364;West;TEC-AC-10003832;185,528;7;0,2;48,7011;Anna Andreadi
CA-2018-108959;10/03/2018;14/03/2018;Second Class;MH-17785;Maya Herman;Corporate;USA;Glend&ale;Arizona;85301;West;OFF-ST-10001272;104,696;1;0,2;6,5435;Anna Andreadi
CA-2018-109827;25/12/2018;01/01/2019;Standard Class;LW-16825;Laurel Workman;Corporate;USA;Phoenix;Arizona;85023;West;FUR-TA-10002607;35,445;1;0,5;-24,1026;Anna Andreadi
CA-2018-109827;25/12/2018;01/01/2019;Standard Class;LW-16825;Laurel Workman;Corporate;USA;Phoenix;Arizona;85023;West;TEC-MA-10003356;269,97;2;0,7;-386,957;Anna Andreadi
CA-2018-109827;25/12/2018;01/01/2019;Standard Class;LW-16825;Laurel Workman;Corporate;USA;Phoenix;Arizona;85023;West;TEC-AC-10002217;45,12;3;0,2;-7,896;Anna Andreadi
CA-2018-109827;25/12/2018;01/01/2019;Standard Class;LW-16825;Laurel Workman;Corporate;USA;Phoenix;Arizona;85023;West;TEC-AC-10004353;100,8;2;0,2;21,42;Anna Andreadi
CA-2018-109827;25/12/2018;01/01/2019;Standard Class;LW-16825;Laurel Workman;Corporate;USA;Phoenix;Arizona;85023;West;FUR-CH-10004754;47,968;2;0,2;4,1972;Anna Andreadi
CA-2018-109869;22/04/2018;29/04/2018;Standard Class;TN-21040;Tanja Norvell;Home Office;USA;Phoenix;Arizona;85023;West;FUR-FU-10000023;23,56;5;0,2;7,068;Anna Andreadi
CA-2018-109869;22/04/2018;29/04/2018;Standard Class;TN-21040;Tanja Norvell;Home Office;USA;Phoenix;Arizona;85023;West;FUR-TA-10001889;1272,63;6;0,5;-814,4832;Anna Andreadi
CA-2018-109869;22/04/2018;29/04/2018;Standard Class;TN-21040;Tanja Norvell;Home Office;USA;Phoenix;Arizona;85023;West;OFF-BI-10000315;28,485;5;0,7;-20,889;Anna Andreadi
CA-2018-109869;22/04/2018;29/04/2018;Standard Class;TN-21040;Tanja Norvell;Home Office;USA;Phoenix;Arizona;85023;West;OFF-SU-10003505;185,376;2;0,2;-34,758;Anna Andreadi
CA-2018-109869;22/04/2018;29/04/2018;Standard Class;TN-21040;Tanja Norvell;Home Office;USA;Phoenix;Arizona;85023;West;OFF-AP-10002578;78,272;2;0,2;5,8704;Anna Andreadi
CA-2018-112669;14/04/2018;14/04/2018;Same Day;KT-16465;Kean Takahito;Consumer;USA;Glend&ale;Arizona;85301;West;FUR-CH-10004086;933,536;4;0,2;105,0228;Anna Andreadi
CA-2018-112669;14/04/2018;14/04/2018;Same Day;KT-16465;Kean Takahito;Consumer;USA;Glend&ale;Arizona;85301;West;OFF-ST-10001228;42,976;4;0,2;4,2976;Anna Andreadi
CA-2018-114748;09/10/2018;14/10/2018;Standard Class;MZ-17335;Maria Zettner;Home Office;USA;Phoenix;Arizona;85023;West;OFF-AR-10001315;1,408;1;0,2;0,1584;Anna Andreadi
CA-2018-114748;09/10/2018;14/10/2018;Standard Class;MZ-17335;Maria Zettner;Home Office;USA;Phoenix;Arizona;85023;West;FUR-FU-10001488;169,568;2;0,2;0;Anna Andreadi
CA-2018-117912;04/02/2018;08/02/2018;Standard Class;TB-21520;Tracy Blumstein;Consumer;USA;Sierr&a Vist&a;Arizona;85635;West;FUR-FU-10002088;14,368;2;0,2;3,9512;Anna Andreadi
CA-2018-118969;02/10/2018;03/10/2018;First Class;LP-17095;Liz Preis;Consumer;USA;Phoenix;Arizona;85023;West;OFF-BI-10002429;54,792;6;0,7;-40,1808;Anna Andreadi
CA-2018-126613;10/07/2018;16/07/2018;Standard Class;AA-10375;Allen Armold;Consumer;USA;Mes&a;Arizona;85204;West;OFF-ST-10001325;16,768;2;0,2;1,4672;Anna Andreadi
CA-2018-134222;10/07/2018;11/07/2018;Same Day;NZ-18565;Nick Zandusky;Home Office;USA;Yum&a;Arizona;85364;West;OFF-BI-10001658;44,856;6;0,7;-35,8848;Anna Andreadi
CA-2018-134348;12/11/2018;19/11/2018;Standard Class;MS-17710;Maurice Satty;Consumer;USA;Mes&a;Arizona;85204;West;OFF-BI-10003727;6,27;5;0,7;-4,598;Anna Andreadi
CA-2018-134348;12/11/2018;19/11/2018;Standard Class;MS-17710;Maurice Satty;Consumer;USA;Mes&a;Arizona;85204;West;OFF-BI-10004967;4,368;7;0,7;-3,3488;Anna Andreadi
CA-2018-134348;12/11/2018;19/11/2018;Standard Class;MS-17710;Maurice Satty;Consumer;USA;Mes&a;Arizona;85204;West;TEC-AC-10003447;31,984;2;0,2;1,999;Anna Andreadi
CA-2018-134936;19/12/2018;25/12/2018;Standard Class;ES-14080;Erin Smith;Corporate;USA;Tucson;Arizona;85705;West;FUR-TA-10001086;455,97;6;0,5;-218,8656;Anna Andreadi
CA-2018-134936;19/12/2018;25/12/2018;Standard Class;ES-14080;Erin Smith;Corporate;USA;Tucson;Arizona;85705;West;OFF-BI-10000174;10,44;6;0,7;-7,656;Anna Andreadi
CA-2018-134936;19/12/2018;25/12/2018;Standard Class;ES-14080;Erin Smith;Corporate;USA;Tucson;Arizona;85705;West;OFF-BI-10002103;5,214;2;0,7;-4,1712;Anna Andreadi
CA-2018-136924;14/07/2018;17/07/2018;First Class;ES-14080;Erin Smith;Corporate;USA;Tucson;Arizona;85705;West;TEC-PH-10002262;380,864;8;0,2;38,0864;Anna Andreadi
CA-2018-143476;11/09/2018;13/09/2018;First Class;LC-16930;Linda Cazamias;Corporate;USA;Phoenix;Arizona;85023;West;OFF-AR-10003759;2,912;2;0,2;0,91;Anna Andreadi
CA-2018-143476;11/09/2018;13/09/2018;First Class;LC-16930;Linda Cazamias;Corporate;USA;Phoenix;Arizona;85023;West;OFF-PA-10001837;20,736;4;0,2;7,2576;Anna Andreadi
CA-2018-143476;11/09/2018;13/09/2018;First Class;LC-16930;Linda Cazamias;Corporate;USA;Phoenix;Arizona;85023;West;OFF-PA-10001667;9,568;2;0,2;2,99;Anna Andreadi
CA-2018-144792;30/04/2018;04/05/2018;Standard Class;KD-16615;Ken Dana;Corporate;USA;Scottsd&ale;Arizona;85254;West;FUR-FU-10002759;111,888;7;0,2;22,3776;Anna Andreadi
CA-2018-152121;27/11/2018;29/11/2018;Second Class;CC-12670;Craig Carreira;Consumer;USA;Scottsd&ale;Arizona;85254;West;TEC-PH-10002483;271,992;1;0,2;23,7993;Anna Andreadi
CA-2018-158834;13/03/2018;16/03/2018;First Class;TW-21025;Tamara Willingham;Home Office;USA;Scottsd&ale;Arizona;85254;West;OFF-AP-10000326;157,92;5;0,2;17,766;Anna Andreadi
CA-2018-158834;13/03/2018;16/03/2018;First Class;TW-21025;Tamara Willingham;Home Office;USA;Scottsd&ale;Arizona;85254;West;TEC-PH-10001254;203,184;2;0,2;15,2388;Anna Andreadi
CA-2018-161676;18/07/2018;23/07/2018;Standard Class;JP-15460;Jennifer Patt;Corporate;USA;Glend&ale;Arizona;85301;West;OFF-SU-10004782;33,8;5;0,2;4,225;Anna Andreadi
CA-2018-162110;18/07/2018;22/07/2018;Standard Class;NP-18670;Nora Paige;Consumer;USA;Phoenix;Arizona;85023;West;TEC-PH-10001924;55,992;1;0,2;3,4995;Anna Andreadi
CA-2019-102414;15/05/2019;18/05/2019;Second Class;JA-15970;Joseph Airdo;Consumer;USA;Phoenix;Arizona;85023;West;TEC-PH-10002923;29,592;1;0,2;2,5893;Anna Andreadi
CA-2019-102414;15/05/2019;18/05/2019;Second Class;JA-15970;Joseph Airdo;Consumer;USA;Phoenix;Arizona;85023;West;OFF-BI-10004465;4,752;2;0,7;-3,168;Anna Andreadi
CA-2019-102414;15/05/2019;18/05/2019;Second Class;JA-15970;Joseph Airdo;Consumer;USA;Phoenix;Arizona;85023;West;OFF-PA-10002333;15,552;3;0,2;5,6376;Anna Andreadi
CA-2019-111577;16/10/2019;21/10/2019;Standard Class;AJ-10780;Anthony Jacobs;Corporate;USA;Scottsd&ale;Arizona;85254;West;OFF-PA-10000062;307,776;7;0,2;111,5688;Anna Andreadi
CA-2019-116953;24/04/2019;25/04/2019;First Class;SV-20935;Susan Vittorini;Consumer;USA;Mes&a;Arizona;85204;West;TEC-PH-10004614;552;10;0,2;34,5;Anna Andreadi
CA-2019-128734;24/12/2019;31/12/2019;Standard Class;JL-15175;James Lanier;Home Office;USA;Ch&andler;Arizona;85224;West;FUR-FU-10001731;8,544;4;0,2;1,9224;Anna Andreadi
CA-2019-128734;24/12/2019;31/12/2019;Standard Class;JL-15175;James Lanier;Home Office;USA;Ch&andler;Arizona;85224;West;FUR-CH-10001394;842,376;3;0,2;105,297;Anna Andreadi
